Character,Category,Hash40,String,Specific (Done: 82.34%),General (Done: 57.75%),English (Done: 44.91%),Comments
Mii Brawler,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Mii Brawler,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Mii Brawler,,0x49b6edd00,dash,,,,
Mii Brawler,,0x625e8b08e,escape,,,,
Mii Brawler,,0xae47033ba,escape_air,,,,
Mii Brawler,,0x1060d3285b,escape_air_slide,,,,
Mii Brawler,,0x8b12770b1,escape_b,,,,
Mii Brawler,,0x8b64ab4a8,escape_f,,,,
Mii Brawler,,0x4fb50df0c,fall,,,,
Mii Brawler,,0xb29e5172c,fall_aerial,,,,
Mii Brawler,,0xba547290c,fall_damage,,,,
Mii Brawler,,0xc016dd1c6,fall_special,,,,
Mii Brawler,,0xc692cfb94,guard_damage,,,,
Mii Brawler,,0x97ab1c684,guard_off,,,,
Mii Brawler,,0x8da2dd4f9,guard_on,,,,
Mii Brawler,Movement,0xd0c1c4542,jump_aerial_b,,,,
Mii Brawler,Movement,0xd0b71815b,jump_aerial_f,,,,
Mii Brawler,Movement,0x62abde441,jump_b,,,,
Mii Brawler,Movement,0xba358e95e,jump_b_mini,,,,
Mii Brawler,Movement,0x62dd02058,jump_f,,,,
Mii Brawler,Movement,0xb38c9ab48,jump_f_mini,,,,
Mii Brawler,Movement,0xad160bda8,jump_squat,,,,
Mii Brawler,,0xfefe225e5,just_shield_off,,,,
Mii Brawler,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Mii Brawler,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Mii Brawler,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Mii Brawler,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Mii Brawler,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Mii Brawler,,0x1447a7e8cc,landing_fall_special,,,,
Mii Brawler,,0xdc81fdc09,landing_heavy,,,,
Mii Brawler,,0xdd934faa1,landing_light,,,,
Mii Brawler,,0x4ce70d424,pass,,,,
Mii Brawler,,0x776effdcf,passive,,,,
Mii Brawler,,0x35076a4c0,run,,,,
Mii Brawler,,0xbe0831584,run_brake_l,skid,skid,Skid,
Mii Brawler,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Mii Brawler,Special Attacks,0xf1a0d1d13,special_air_hi3,,upb,Up Special,
Mii Brawler,Special Attacks,0x1406c19e4a,special_air_lw2_kick,,downb,Down Special,
Mii Brawler,Special Attacks,0x1579021dcf,special_air_lw2_start,,downb,Down Special,
Mii Brawler,Special Attacks,0xeeb496041,special_air_n1,,,Neutral Special,
Mii Brawler,Special Attacks,0x1421ef2459,special_air_s3_catch,,sideb,Side Special,
Mii Brawler,Special Attacks,0x1311feeb8c,special_air_s3_dash,,sideb,Side Special,
Mii Brawler,Special Attacks,0x1371c0e980,special_air_s3_fall,,sideb,Side Special,
Mii Brawler,Special Attacks,0x167e062e4a,special_air_s3_landing,,sideb,Side Special,
Mii Brawler,Special Attacks,0xbed9f1824,special_hi3,,,Up Special,
Mii Brawler,Special Attacks,0x18586e878f,special_lw2_kick_landing,,,Down Special,
Mii Brawler,Special Attacks,0x1310cee00f,special_lw2_landing,,,Down Special,
Mii Brawler,Special Attacks,0xa1b1b0ad5,special_n1,,,Neutral Special,
Mii Brawler,Special Attacks,0xf1a676658,special_s3_dash,,,Side Special,
Mii Brawler,Special Attacks,0x102aa2914a,special_s3_throw,,,Side Special,
Mii Brawler,,0x5d267ef83,squat,,,,
Mii Brawler,,0x8d58dc131,squat_rv,,,,
Mii Brawler,,0xaa60712ea,squat_wait,,,,
Mii Brawler,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Mii Brawler,,0x885baf52e,thrown_f,,,,
Mii Brawler,,0x93adf54a2,thrown_lw,,,,
Mii Brawler,,0x420201547,turn,,,,
Mii Brawler,,0x9e696ecad,turn_dash,,,,
Mii Brawler,,0x8afd9b84f,turn_run,,,,
Mii Brawler,,0x47dee83e5,wait,idle,idle,Idle,
Mii Brawler,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Mii Brawler,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Mii Brawler,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Mii Brawler,,0xbca3f3207,wall_damage,,,,
Min Min,,0x882d73137,(unknown),,,,
Min Min,,0x11fe34b412,(unknown),,,,
Min Min,,0x112f7cb4d1,(unknown),,,,
Min Min,,0x17a916aabb,(unknown),,,,
Min Min,,0x118b87d5b5,(unknown),,,,
Min Min,,0x18f9e5ac88,(unknown),,,,
Min Min,,0xa881b3433,(unknown),,,,
Min Min,,0x1c4345616d,(unknown),,,,
Min Min,,0x1631e845d6,(unknown),,,,
Min Min,,0x1237aa75f7,(unknown),,,,
Min Min,,0x1f28d9f0cc,(unknown),,,,
Min Min,,0x13bf0666ca,(unknown),,,,
Min Min,,0x1f39f2d664,(unknown),,,,
Min Min,,0x17531997d8,(unknown),,,,
Min Min,,0xa72140950,(unknown),,,,
Min Min,,0xf3d52f506,(unknown),,,,
Min Min,,0x171e3f705d,(unknown),,,,
Min Min,,0x16cbe778b5,(unknown),,,,
Min Min,,0xc3ce6adce,(unknown),,,,
Min Min,,0xf3a3f311f,(unknown),,,,
Min Min,,0x11128e840f,(unknown),,,,
Min Min,,0x11c48e6de3,(unknown),,,,
Min Min,,0xe487f0b25,air_catch_hang,,,,
Min Min,,0xdf7ec6d94,air_catch_hit,,,,
Min Min,,0xec62e546f,air_catch_pose,,,,
Min Min,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Min Min,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
Min Min,Ground Attacks,0x1003559f46,attack_100_start,,jab,Jab,
Min Min,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Min Min,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Min Min,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Min Min,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Min Min,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Min Min,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Min Min,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Min Min,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Min Min,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Min Min,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Min Min,,0x10329e2c29,attack_legs_fall,,,,
Min Min,,0x177a069d96,attack_legs_fall_aerial,,,,
Min Min,,0x12c5493128,attack_legs_hold_l,,,,
Min Min,,0x1344ce0e32,attack_legs_hold_lb,,,,
Min Min,,0x123f460c4b,attack_legs_hold_r,,,,
Min Min,,0x191f5b3aad,attack_legs_jump_aerial_b,,,,
Min Min,,0x191836feb4,attack_legs_jump_aerial_f,,,,
Min Min,,0x12e6fa5ece,attack_legs_jump_b,,,,
Min Min,,0x12e1979ad7,attack_legs_jump_f,,,,
Min Min,,0x176b2a21f2,attack_legs_jump_f_mini,,,,
Min Min,,0x168179375a,attack_legs_jump_squat,,,,
Min Min,,0x19db58a3e6,attack_legs_landing_heavy,,,,
Min Min,,0x19ca73854e,attack_legs_landing_light,,,,
Min Min,,0x12f69705ec,attack_legs_long_l,,,,
Min Min,,0x13d8f4d6af,attack_legs_long_lb,,,,
Min Min,,0x142b63c434,attack_legs_long_lb3,,,,
Min Min,,0x18ede7b813,attack_legs_long_pull_r2,,,,
Min Min,,0x120c98388f,attack_legs_long_r,,,,
Min Min,,0x18c7e41a2b,attack_legs_long_start_l,,,,
Min Min,,0x19b6aea357,attack_legs_long_start_l2,,,,
Min Min,,0x19ddc5f2a3,attack_legs_long_start_lb,,,,
Min Min,,0x1a22d0b93b,attack_legs_long_start_lb3,,,,
Min Min,,0x183deb2748,attack_legs_long_start_r,,,,
Min Min,,0x13290b651b,attack_legs_short_l,,,,
Min Min,,0x1490997c84,attack_legs_short_l2,,,,
Min Min,,0x14fbf22d70,attack_legs_short_lb,,,,
Min Min,,0x19d940f531,attack_legs_short_pull_l2,,,,
Min Min,,0x1a90d61d7a,attack_legs_short_pull_rb3,,,,
Min Min,,0x13d3045878,attack_legs_short_r,,,,
Min Min,,0x1444d8435b,attack_legs_short_r2,,,,
Min Min,,0x142fb312af,attack_legs_short_rb,,,,
Min Min,,0x19270268d6,attack_legs_short_start_l,,,,
Min Min,,0x1a7542cb84,attack_legs_short_start_l2,,,,
Min Min,,0x1a1e299a70,attack_legs_short_start_lb,,,,
Min Min,,0x19dd0d55b5,attack_legs_short_start_r,,,,
Min Min,,0x1aca68a5af,attack_legs_short_start_rb,,,,
Min Min,,0x163a330f81,attack_legs_twist_fall,,,,
Min Min,,0x1ffdf14f2f,attack_legs_twist_jump_aerial_b,,,,
Min Min,,0x1ffa9c8b36,attack_legs_twist_jump_aerial_f,,,,
Min Min,,0x18224311f0,attack_legs_twist_jump_b,,,,
Min Min,,0x18252ed5e9,attack_legs_twist_jump_f,,,,
Min Min,,0x1dd355b8ab,attack_legs_twist_jump_f_mini,,,,
Min Min,,0x16bc8d5368,attack_legs_twist_wait,,,,
Min Min,,0x1b099c5391,attack_legs_twist_walk_fast,,,,
Min Min,,0x1da42e665e,attack_legs_twist_walk_middle,,,,
Min Min,,0x1f5faf4389,attack_legs_twist_walk_middle_b,,,,
Min Min,,0x1b19fd6b88,attack_legs_twist_walk_slow,,,,
Min Min,,0x1df67ce07e,attack_legs_twist_walk_slow_b,,,,
Min Min,,0x10b42070c0,attack_legs_wait,,,,
Min Min,,0x15e235c32d,attack_legs_walk_fast,,,,
Min Min,,0x17fd0178c0,attack_legs_walk_fast_b,,,,
Min Min,,0x171c51ff07,attack_legs_walk_middle,,,,
Min Min,,0x19bd05360b,attack_legs_walk_middle_b,,,,
Min Min,,0x15f254fb34,attack_legs_walk_slow,,,,
Min Min,,0x174e037927,attack_legs_walk_slow_b,,,,
Min Min,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Min Min,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Min Min,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Min Min,Grabs,0x5c56b7b64,catch,,,Grab,
Min Min,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Min Min,Grabs,0x10cbf26f5a,catch_attack_big,,,Grab,
Min Min,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Min Min,Grabs,0xe42840fdb,catch_dash_end,,,Grab,
Min Min,Grabs,0x11cff3f14a,catch_dash_return,,,Grab,
Min Min,Grabs,0x102f04e85d,catch_dash_start,,,Grab,
Min Min,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Min Min,Grabs,0xf51cd3aa8,catch_pull2_big,,,Grab,
Min Min,Grabs,0xb73650128,catch_start,,,Grab,
Min Min,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Min Min,Ledge,0xb99d9746c,cliff_catch,,,,
Min Min,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Min Min,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Min Min,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Min Min,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Min Min,Disadvantage,0xb29add323,damage_elec,,hitstun,Hitstun,
Min Min,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Min Min,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Min Min,Disadvantage,0x11ca458285,damage_fly_meteor,spiked,hitstun,Spiked,
Min Min,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Min Min,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Min Min,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Min Min,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Min Min,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Min Min,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Min Min,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Min Min,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Min Min,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Min Min,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Min Min,,0x49b6edd00,dash,,,,
Min Min,,0xcc24d7e43,down_bound_u,,,,
Min Min,,0x625e8b08e,escape,,,,
Min Min,,0xae47033ba,escape_air,,,,
Min Min,,0x1060d3285b,escape_air_slide,,,,
Min Min,,0x8b12770b1,escape_b,,,,
Min Min,,0x8b64ab4a8,escape_f,,,,
Min Min,,0x4fb50df0c,fall,,,,
Min Min,,0xb29e5172c,fall_aerial,,,,
Min Min,,0xba547290c,fall_damage,,,,
Min Min,,0xc692cfb94,guard_damage,,,,
Min Min,,0x97ab1c684,guard_off,,,,
Min Min,,0x8da2dd4f9,guard_on,,,,
Min Min,Movement,0xd0c1c4542,jump_aerial_b,,,,
Min Min,Movement,0xd0b71815b,jump_aerial_f,,,,
Min Min,Movement,0x62abde441,jump_b,,,,
Min Min,Movement,0xba358e95e,jump_b_mini,,,,
Min Min,Movement,0x62dd02058,jump_f,,,,
Min Min,Movement,0xb38c9ab48,jump_f_mini,,,,
Min Min,Movement,0xad160bda8,jump_squat,,,,
Min Min,,0xfefe225e5,just_shield_off,,,,
Min Min,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Min Min,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Min Min,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Min Min,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Min Min,,0xdc81fdc09,landing_heavy,,,,
Min Min,,0xdd934faa1,landing_light,,,,
Min Min,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Min Min,,0x4ce70d424,pass,,,,
Min Min,,0x776effdcf,passive,,,,
Min Min,,0x35076a4c0,run,,,,
Min Min,,0xbe0831584,run_brake_l,skid,skid,Skid,
Min Min,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Min Min,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Min Min,Special Attacks,0x12eeb17698,special_air_hi_end,,upb,Up Special,
Min Min,Special Attacks,0x14b4d3384e,special_air_hi_end_2,,upb,Up Special,
Min Min,Special Attacks,0x14dd899136,special_air_hi_start,,upb,Up Special,
Min Min,Special Attacks,0x104c6ddb5b,special_hi_short,,,Up Special,
Min Min,Special Attacks,0x147f7e6068,special_hi_short_end,,,Up Special,
Min Min,Special Attacks,0x105c3c1e76,special_hi_start,,,Up Special,
Min Min,,0x5d267ef83,squat,,,,
Min Min,,0x8d58dc131,squat_rv,,,,
Min Min,,0xaa60712ea,squat_wait,,,,
Min Min,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Min Min,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Min Min,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Min Min,,0x885baf52e,thrown_f,,,,
Min Min,,0x93adf54a2,thrown_lw,,,,
Min Min,,0x420201547,turn,,,,
Min Min,,0x9e696ecad,turn_dash,,,,
Min Min,,0x8afd9b84f,turn_run,,,,
Min Min,,0x47dee83e5,wait,idle,idle,Idle,
Min Min,,0x6e395aa39,wait_2,idle,idle,Idle,
Min Min,,0x694929aaf,wait_3,idle,idle,Idle,
Min Min,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Min Min,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Min Min,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Min Min,,0xbca3f3207,wall_damage,,,,
Mr. Game & Watch,,0x11b11f4cb6,(unknown),,,,
Mr. Game & Watch,,0x11c48e6de3,(unknown),,,,
Mr. Game & Watch,,0xc3ce6adce,(unknown),,,,
Mr. Game & Watch,,0xf3d52f506,(unknown),,,,
Mr. Game & Watch,,0xa72140950,(unknown),,,,
Mr. Game & Watch,,0xba91a571f,(unknown),,,,
Mr. Game & Watch,,0xca8fd5eb1,(unknown),,,,
Mr. Game & Watch,,0xbff07713b,(unknown),,,,
Mr. Game & Watch,,0xbd4dbe63a,(unknown),,,,
Mr. Game & Watch,,0xf3a3f311f,(unknown),,,,
Mr. Game & Watch,,0x1237aa75f7,(unknown),,,,
Mr. Game & Watch,,0x882d73137,(unknown),,,,
Mr. Game & Watch,,0x118b87d5b5,(unknown),,,,
Mr. Game & Watch,,0x11128e840f,(unknown),,,,
Mr. Game & Watch,,0x13bf0666ca,(unknown),,,,
Mr. Game & Watch,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Mr. Game & Watch,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
Mr. Game & Watch,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Mr. Game & Watch,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Mr. Game & Watch,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Mr. Game & Watch,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Mr. Game & Watch,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Mr. Game & Watch,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Mr. Game & Watch,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Mr. Game & Watch,,0xc5748eadb,attack_hi4_r,,,,
Mr. Game & Watch,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Mr. Game & Watch,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Mr. Game & Watch,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Mr. Game & Watch,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Mr. Game & Watch,Grabs,0x5c56b7b64,catch,,,Grab,
Mr. Game & Watch,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Mr. Game & Watch,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Mr. Game & Watch,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Mr. Game & Watch,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Mr. Game & Watch,Ledge,0xb99d9746c,cliff_catch,,,,
Mr. Game & Watch,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Mr. Game & Watch,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Mr. Game & Watch,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Mr. Game & Watch,,0x49b6edd00,dash,,,,
Mr. Game & Watch,,0x625e8b08e,escape,,,,
Mr. Game & Watch,,0xae47033ba,escape_air,,,,
Mr. Game & Watch,,0x1060d3285b,escape_air_slide,,,,
Mr. Game & Watch,,0x8b12770b1,escape_b,,,,
Mr. Game & Watch,,0x8b64ab4a8,escape_f,,,,
Mr. Game & Watch,,0x4fb50df0c,fall,,,,
Mr. Game & Watch,,0xb29e5172c,fall_aerial,,,,
Mr. Game & Watch,,0xba547290c,fall_damage,,,,
Mr. Game & Watch,,0xc692cfb94,guard_damage,,,,
Mr. Game & Watch,,0x97ab1c684,guard_off,,,,
Mr. Game & Watch,,0x8da2dd4f9,guard_on,,,,
Mr. Game & Watch,Movement,0xd0c1c4542,jump_aerial_b,,,,
Mr. Game & Watch,Movement,0xd0b71815b,jump_aerial_f,,,,
Mr. Game & Watch,Movement,0x62abde441,jump_b,,,,
Mr. Game & Watch,Movement,0x62dd02058,jump_f,,,,
Mr. Game & Watch,Movement,0xb38c9ab48,jump_f_mini,,,,
Mr. Game & Watch,Movement,0xad160bda8,jump_squat,,,,
Mr. Game & Watch,,0xfefe225e5,just_shield_off,,,,
Mr. Game & Watch,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Mr. Game & Watch,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Mr. Game & Watch,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Mr. Game & Watch,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Mr. Game & Watch,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Mr. Game & Watch,,0xdc81fdc09,landing_heavy,,,,
Mr. Game & Watch,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Mr. Game & Watch,,0x776effdcf,passive,,,,
Mr. Game & Watch,,0x35076a4c0,run,,,,
Mr. Game & Watch,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Mr. Game & Watch,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Mr. Game & Watch,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Mr. Game & Watch,Special Attacks,0xf6d6ca1db,special_air_s_1,,sideb,Side Special,
Mr. Game & Watch,Special Attacks,0xff465f061,special_air_s_2,,sideb,Side Special,
Mr. Game & Watch,Special Attacks,0xf8362c0f7,special_air_s_3,,sideb,Side Special,
Mr. Game & Watch,Special Attacks,0xff3083478,special_air_s_6,,sideb,Side Special,
Mr. Game & Watch,Special Attacks,0xf840f04ee,special_air_s_7,,sideb,Side Special,
Mr. Game & Watch,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Mr. Game & Watch,Special Attacks,0x10d044ca3d,special_hi_close,,,Up Special,
Mr. Game & Watch,Special Attacks,0xfedb5db59,special_hi_open,,,Up Special,
Mr. Game & Watch,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Mr. Game & Watch,Special Attacks,0xb9afea4ec,special_s_1,,,Side Special,
Mr. Game & Watch,Special Attacks,0xb03f7f556,special_s_2,,,Side Special,
Mr. Game & Watch,Special Attacks,0xb74f0c5c0,special_s_3,,,Side Special,
Mr. Game & Watch,Special Attacks,0xb049a314f,special_s_6,,,Side Special,
Mr. Game & Watch,Special Attacks,0xbe3221c48,special_s_8,,,Side Special,
Mr. Game & Watch,,0x5d267ef83,squat,,,,
Mr. Game & Watch,,0xaa60712ea,squat_wait,,,,
Mr. Game & Watch,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Mr. Game & Watch,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Mr. Game & Watch,,0x420201547,turn,,,,
Mr. Game & Watch,,0x9e696ecad,turn_dash,,,,
Mr. Game & Watch,,0x47dee83e5,wait,idle,idle,Idle,
Mr. Game & Watch,,0x6e395aa39,wait_2,idle,idle,Idle,
Mr. Game & Watch,,0x694929aaf,wait_3,idle,idle,Idle,
Mr. Game & Watch,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Mr. Game & Watch,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Mr. Game & Watch,,0xbca3f3207,wall_damage,,,,
Mythra,,0x112f7cb4d1,(unknown),,,,
Mythra,,0x11128e840f,(unknown),,,,
Mythra,,0x118b87d5b5,(unknown),,,,
Mythra,,0xbbe6bc6c8,(unknown),,,,
Mythra,,0xcff952a23,(unknown),,,,
Mythra,,0xd88a289d5,(unknown),,,,
Mythra,,0xa72140950,(unknown),,,,
Mythra,,0x1497754e7b,(unknown),,,,
Mythra,,0xe61027990,(unknown),,,,
Mythra,,0x9a4bcacc5,(unknown),,,,
Mythra,,0x11fe34b412,(unknown),,,,
Mythra,,0x11c48e6de3,(unknown),,,,
Mythra,,0xf3d52f506,(unknown),,,,
Mythra,,0xb1c7dd2c3,(unknown),,,,
Mythra,,0x882d73137,(unknown),,,,
Mythra,,0xd8641bf02,(unknown),,,,
Mythra,,0xe0bb25962,(unknown),,,,
Mythra,,0xb95b751c9,(unknown),,,,
Mythra,,0x27051ec378,(unknown),,,,
Mythra,,0x2519e028dc,(unknown),,,,
Mythra,,0x1160574c75,(unknown),,,,
Mythra,,0x13bf0666ca,(unknown),,,,
Mythra,,0xad467865a,(unknown),,,,
Mythra,,0xeeeb3d60d,(unknown),,,,
Mythra,,0xd812c7b1b,(unknown),,,,
Mythra,,0x95b865e5e,(unknown),,,,
Mythra,,0x2079db2c1a,(unknown),,,,
Mythra,,0x1237aa75f7,(unknown),,,,
Mythra,,0xf1510b3ac,(unknown),,,,
Mythra,,0x9863fc281,(unknown),,,,
Mythra,,0xf3a3f311f,(unknown),,,,
Mythra,,0xc95250ad1,(unknown),,,,
Mythra,,0xbd4dbe63a,(unknown),,,,
Mythra,,0xbe8fc34b2,(unknown),,,,
Mythra,,0x147c9baf11,(unknown),,,,
Mythra,,0x9b5c6425d,(unknown),,,,
Mythra,,0x11b11f4cb6,(unknown),,,,
Mythra,,0x207f6e40e5,(unknown),,,,
Mythra,,0x1e1a01dec8,(unknown),,,,
Mythra,,0x1986430786,(unknown),,,,
Mythra,,0xca8fd5eb1,(unknown),,,,
Mythra,,0x14ea15f043,(unknown),,,,
Mythra,,0xc158f6721,(unknown),,,,
Mythra,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Mythra,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
